LineId,ThreadID,User,Content,EventId,EventTemplate,ParameterList
223,2,main,display startup/nMainBoard: /n Configured startup sysytem software:   cfcard:/NE9000_V90012BO00.cc/n startup sysytem software:   cfcard:/NE9000_V900127788.cc/n Next startup sysytem software:   cfcard:/NE9000_V91112.cc/n Startup paf file:   default/n Next Startup paf file:   default/n Startup patch package:   NULL/n Next Startup patch package:   NULL/nSlaveBoard: /n Configured startup sysytem software:   cfcard:/NE9090_V9001255BO.cc/n startup sysytem software:   cfcard:/NE9090_V900178988.cc/n Next startup sysytem software:   cfcard:/NE9090_V9kl012.cc/n Startup paf file:   default/n Next Startup paf file:   default/n Startup patch package:   NULL/n Next Startup patch package:   NULL/n/n,a116ae26,display startup Configured startup sysytem software cfcard startup sysytem software cfcard Next startup sysytem software cfcard Startup paf file default Next Startup paf file default Startup patch package NULL Next Startup patch package NULL Configured startup sysytem software cfcard startup sysytem software cfcard Next startup sysytem software cfcard Startup paf file default Next Startup paf file default Startup patch package NULL Next Startup patch package NULL,[]
224,2,main,[2019-01-11 15:00:13.104] {DTA}[8.36.200.27 26]: system/n,e4ed21c7,[ .] ] <*>,[]
225,2,main,"system/nEnter system view, return view with return command./n/n",66700b14,system system view return view with return command.,[]
226,2,main,[2019-01-11 15:00:13.114] {DTA}[8.36.200.27 26]: diagnose/n,e4ed21c7,[ .] ] <*>,[]
227,2,main,"diagnose/nWarning: Enter system view, return view with return command./n/n",04ce2e16,diagnose Enter system view return view with return command.,[]
228,2,main,[2019-01-11 15:00:13.1990] {DTA}[8.36.201.27 26]: commit/n,e4ed21c7,[ .] ] <*>,[]
229,2,main,commit/n/n,fffca4d6,commit,[]
230,2,main,[2019-01-11 15:00:13.234] {DTA}[8.36.202.27 26]: display data-channel/n,0015a174,[ .] ] <*> <*>,[]
231,2,main,display data-channel/n/n,1d4d98b2,display datachannel,[]
232,2,main,[2019-01-11 15:00:13.216] {DTA}[8.36.200.27 26]: display ptn-mode/n,0015a174,[ .] ] <*> <*>,[]
233,2,main,display ptn-mode/n                             ^/nError: command found at '^' position/n/n,1114f574,display ptnmode ^ command found at '^' position,[]
234,2,main,[2019-01-11 15:00:13.224] {DTA}[8.36.200.27 26]: display vrcb/n,0015a174,[ .] ] <*> <*>,[]
235,2,main,display vrcb/nSystem Version: V900jiojhjo001/nVRP Version: V900CPPo001/nVIST Version: vist12.335699981/nOSAL Version: VPP V900CPPo001/nPSE Version: VPP V900CPPo001/n/n,ba9b4a82,display vrcb Version <*> Version <*> Version vist12. Version VPP <*> Version VPP V900CPPo,[]
236,2,main,[2019-01-11 15:00:13.334] {DTA}[8.36.200.27 26]: return/n,e4ed21c7,[ .] ] <*>,[]
237,2,main,return/n/n,e70c4df1,return,[]
238,2,main,[2019-01-11 15:00:13.889] {DTA}[8.36.200.27 26]: display slot 17 chipisolate state/n,91f54610,[ .] ] display slot chipisolate state,[]
239,2,main,display slot 17 chipisolate state/n/n,dfbe412b,display slot chipisolate state,[]
240,2,main,[2019-01-11 15:00:13.678] {DTA}[8.36.200.27 26]: display anti-theft status/n,dfca21e4,[ .] ] display <*> <*>,[]
241,2,main,display anti-theft status/n-----------------------------------------/n                 NP state/n-----------------------------------------/n                 TM state/n-----------------------------------------/n/n,bae043e3,display antitheft status NP state TM state,[]
242,2,main,version = 1.22.33.899/n,2af72f10,version,[]
243,2,main,vrp_version = 1.22.33.899/n,606a4fdc,vrp_version,[]
244,2,main,ne_type = 1.22.33.899/n,a3eed93e,ne_type,[]
245,2,main,ipn = Router/n/n,5fdc7442,ipn Router,[]
246,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display access-user/n,0015a174,[ .] ] <*> <*>,[]
247,2,main,display access-user/n-----------------------------------------/nTotal users               :5/nIPv4  users               :5/nIPv6  users               :5/nLac users               :5/nRUI local users               :5/nRUI remote users               :5/nAccounting ready               :5/nAccounting state               :5/n-----------------------------------------/n/n,264ae41d,display accessuser users users users users local users remote users ready state,[]
248,2,main,"ERROR, execute cmd: '( /usr/hdp/3.0.1.0-189/hadoop/bin/yarn node -list 2> /dev/null | grep RUNNING )' timedout./n  STDOUT:/n/n  STDERR:/n/n",114579f2,ERROR execute cmd '( node list > grep RUNNING )' timedout. STDOU STDER,[]
249,2,main,please set `CPTS.masters.hostnames` and `CPTS.slaves.hostnames` manually/n,724b83ea,please set and manually,[]
250,2,main,/home/team17/CPTS13/bin/functions/workload_functions.sh: line 138: filename argument required/n/n,6cbeeb9b,line filename argument required,[]
251,2,main,nohup: ignoring input/n,6139f9f7,nohup ignoring input,[]
252,2,main,====== Start Process ======/n,2f565ae7,Start Process,[]
253,2,main,Password for user9@BIGDATA: /n,87da0faa,Password for <*>,['user9@BIGDATA: /n']
254,2,main,==================== Start execute CPTS test ======================/n,efbf959f,Start execute CPTS test,[]
255,2,main,mkdir: cannot create directory '/home/user9/results': File exists/n,41527ab9,mkdir cannot create directory ' File exists,[]
256,2,main,mkdir: cannot create directory '/home/user9/results/job3': File exists/n,41527ab9,mkdir cannot create directory ' File exists,[]
257,2,main,mkdir: cannot create directory '/home/user9/results/job2': File exists/n,41527ab9,mkdir cannot create directory ' File exists,[]
258,2,main,mkdir: cannot create directory '/home/user9/results/job1': File exists/n/n/n,41527ab9,mkdir cannot create directory ' File exists,[]
259,2,main,[2019-01-11 15:00:13.224] {DTA}[8.36.200.27 26]: display ipv6 prefix/n,dfca21e4,[ .] ] display <*> <*>,[]
260,2,main,display ipv6 prefix/n                             ^/nError: command found at '^' position/n/n,23735514,display ipv6 prefix ^ command found at '^' position,[]
261,2,main,[2019-01-11 15:00:13.579] {DTA}[8.36.200.27 26]: display ip pool/n,dfca21e4,[ .] ] display <*> <*>,[]
262,2,main,display ip pool/n/nIP address pool Statistic/nLocal : 2    Remote: 2    Server: 2   /nIP address Statistic/nTotal    :13         Used    :13         Ratio    :13         /n/n,5ee772f7,display ip pool address pool Statistic Remote Server address Statistic Used Ratio,[]
263,2,main,[2019-01-11 15:00:13.997] {DTA}[8.36.200.27 216]: quit/n,e4ed21c7,[ .] ] <*>,[]
264,2,main,quit/n/n,dbd73c2b,quit,[]
265,2,main,[2019-01-11 15:00:13.568] {DTA}[8.36.200.27 216]: cd//n,e4ed21c7,[ .] ] <*>,[]
266,2,main,cd//n/n,6865aeb3,cd,[]
267,2,main,[2019-01-11 15:00:13.876] {DTA}[8.36.200.27 216]: pwd/n,e4ed21c7,[ .] ] <*>,[]
268,2,main,pwd/n/n,9003d1df,pwd,[]
269,2,main,[2019-01-11 15:00:13.434] {DTA}[8.36.200.27 216]: system-view/n,e4ed21c7,[ .] ] <*>,[]
270,2,main,"system-view/nEnter system view, return command./n/n",5b194734,systemview system view return command.,[]
271,2,main,[2019-01-11 15:00:13.1134] {DTA}[8.36.200.27 216]: display commit list/n,dfca21e4,[ .] ] display <*> <*>,[]
272,2,main,display commit list/n--------------------------------------------------------------------------------------/nNo.  commitID     Label        User                    TimeStamp/n1     101052358        _           ne900112             2021-09-18 12:56:12/n2     101052359        _           ne900112             2021-09-18 12:56:13/n3     101052360        _           ne900112             2021-09-18 12:56:14/n4     101052362       va1           ne900112             2021-09-18 12:56:15/n5     101052363      bbb          ne900112             2021-09-18 12:56:16/n6     101052364      commit_label          ne900112             2021-09-18 12:56:17/n7     101052365     20210918          ne900112             2021-09-18 12:56:18/n--------------------------------------------------------------------------------------/n /n,906da756,display commit list commitID Label User TimeStamp _ ne900112 _ ne900112 _ ne900112 va1 ne900112 bbb ne900112 commit_label ne900112 ne900112,[]
273,3,main,patching args=/n,02a79fe4,patching args,[]
274,3,main,Parsing conf: /home/team17/CPTS13/conf/hadoop.conf/n,2543f246,Parsing conf,[]
275,3,main,Parsing conf: /home/team17/CPTS13/conf/CPTS.conf/n,2543f246,Parsing conf,[]
276,3,main,Parsing conf: /home/team17/CPTS13/conf/spark.conf/n,2543f246,Parsing conf,[]
277,3,main,Parsing conf: /home/team17/CPTS13/conf/workloads/micro/job3.conf/n,2543f246,Parsing conf,[]
278,2,main,[2019-01-11 15:00:13.1809] {DTA}[8.36.200.27 1226]: quit/n,e4ed21c7,[ .] ] <*>,[]
279,2,main,quit/n/n,dbd73c2b,quit,[]
280,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: dir auto_9.08.100.56.cfg/n,e4ed21c7,[ .] ] <*>,[]
281,2,main,"dir auto_9.08.100.56.cfg/nDirectory of cfcard://n/nIdx    Attr      Size(Byte)            Date         Time          FileName/n0      -rw-      22,344        April 23 2011  14:13:23     auto_9.08.100.56.cfg/n/n5,435,3322 KB total (2,435,3322 KB free)/n/n",925162ee,dir of cfcard Attr Size(Byte) Date Time FileName rw April KB total ( KB free),[]
282,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: clear configuration commit label begin_rollback/n,e3421f7a,[ .] ] clear configuration commit label begin_rollback,[]
283,2,main,clear configuration commit label begin_rollback/n                         ^/nError: command found at '^' position/n/n,c998a6b9,<*> <*> <*> <*> <*> <*> command found at '^' position,[]
284,2,789993848599303,[2019-01-11 15:00:13.1341] {DTA}[8.36.200.27 26]: rollback confuguration to file auto_9.08.100.56.cfg/n,89abf748,[ .] ] rollback confuguration to file,[]
285,2,789993848599303,Warning: This operation will revert configuration changes to the file auto_9.08.100.56.cfg. Continue? [Y/N]:/n,61576754,Warning This operation will revert configuration changes to the file Continue? [Y,[]
286,2,789993848599303,[2019-01-11 15:00:13.1341] {DTA}[8.36.200.27 26]: Y/n,e4ed21c7,[ .] ] <*>,[]
287,2,789993848599303,Y/nWarning: Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y/N]:/n,bad28af4,Y Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y,[]
288,2,789993848599304,[2019-01-11 15:00:13.1351] {DTA}[8.36.200.27 26]: Y/n,e4ed21c7,[ .] ] <*>,[]
289,2,789993848599304,Y/nWarning: Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y/N]:/n,bad28af4,Y Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y,[]
290,2,789993848599303,[2019-01-11 15:00:13.1341] {DTA}[8.36.200.27 26]: N/n,e4ed21c7,[ .] ] <*>,[]
291,2,789993848599303,"N/nWarning: Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y/N]:Y/nLoading rollback changes./nCommitting/nCheck rollback result./nConfiguration rollback finished, but there are still several differences./nPlease use 'display configuration rollback result' to view the differences./nPlease use 'display configuration rollback result' to view the changes./n/n/n",8728a1fb,N Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y rollback changes. rollback result. rollback finished but there are still several differences. use 'display configuration rollback result' to view the differences. use 'display configuration rollback result' to view the changes.,[]
292,2,789993848599303,[2019-01-11 15:00:13.1134] {DTA}[8.36.200.27 26]: display configuration rollback result/n,74a29647,[ .] ] display configuration rollback result,[]
293,2,789993848599303,display configuration rollback result/n!There are still several differences as follow:/n ccc/n-local-user ne8809091 password hohuhu99009/n+local-user ne8809091 password hohuhu990099/n #/n license/n+ active network-slice flex-channel 3000 slot 28/n+ active network-slice flex-channel 3000 slot 29/n+ active network-slice flex-channel 3000 slot 21/n+ active network-slice flex-channel 3000 slot 22/n+ active network-slice flex-channel 3000 slot 23/n+ active network-slice flex-channel 3000 slot 24/n #/n interface GigabitEthernet5/1/8/n- undo dcn/n #/n interface GigabitEthernet5/1/9/n- undo dcn/n #/n interface GigabitEthernet5/1/7/n- undo dcn/n #/n interface GigabitEthernet5/1/6/n- undo dcn/n #/n interface GigabitEthernet5/1/5/n- undo dcn/n #/n interface GigabitEthernet5/1/4/n- undo dcn/n #/n interface GigabitEthernet4/1/8/n- undo dcn/n #/n interface GigabitEthernet4/1/9/n- undo dcn/n #/n interface GigabitEthernet4/1/7/n- undo dcn/n #/n interface GigabitEthernet4/1/6/n- undo dcn/n #/n interface GigabitEthernet4/1/5/n- undo dcn/n #/n interface GigabitEthernet4/1/4/n- undo dcn/n #/n-pki domain default/n #/n/n,88260111,display configuration rollback result are still several differences as follow <*> <*> password <*> <*> password <*> # license active networkslice flexchannel slot active networkslice flexchannel slot active networkslice flexchannel slot active networkslice flexchannel slot active networkslice flexchannel slot active networkslice flexchannel slot # interface GigabitEthernet5 undo dcn # interface GigabitEthernet5 undo dcn # interface GigabitEthernet5 undo dcn # interface GigabitEthernet5 undo dcn # interface GigabitEthernet5 undo dcn # interface GigabitEthernet5 undo dcn # interface GigabitEthernet4 undo dcn # interface GigabitEthernet4 undo dcn # interface GigabitEthernet4 undo dcn # interface GigabitEthernet4 undo dcn # interface GigabitEthernet4 undo dcn # interface GigabitEthernet4 undo dcn # domain default #,[]
294,2,main,21/12/25 20:33:42 INFO mapreduce.Job: Job job_1668496639954_6827 running in uber mode : false/n,366b1c2b,21 INFO mapreduce.Job Job job__ running in uber mode,[]
295,2,main,21/12/25 20:33:42 INFO mapreduce.Job:  map 0% reduce 0%/n,5c255ec0,21 INFO mapreduce.Job map % reduce %,[]
296,2,main,21/12/25 20:33:49 INFO mapreduce.Job:  map 67% reduce 0%/n,5c255ec0,21 INFO mapreduce.Job map % reduce %,[]
297,2,main,21/12/25 20:33:55 INFO mapreduce.Job:  map 100% reduce 0%/n,5c255ec0,21 INFO mapreduce.Job map % reduce %,[]
298,2,main,21/12/25 20:33:58 INFO mapreduce.Job: Job job_1668496639954_6827 completed successfully/n/n/n,9fb1cd85,21 INFO mapreduce.Job Job job__ completed successfully,[]
299,2,main,[2019-01-11 15:00:13.1994] {DTA}[8.36.200.27 26]: display version/n,0015a174,[ .] ] <*> <*>,[]
300,2,main,"display version/nVersatile Routing Platform Software/nVRP (R) software, Version 9.220 (NE9000-20-LS V800R022C10)/nCopyright (C) 2011-2021 Technologies Co., Ltd./nNE9000-20 uptime is 2 day, 18 hours, 51 minutes/n/nNE9000-20-LS version information:/n---------------------------------------/nBKP version information:/nVMPU Slot Quantity: 9/nLPU Slot Quantity: 48/n---------------------------------------/nVMPU version information:/n/nVMPU (Master) 22: uptime is 5 day, 19 hours, 44 minutes/n Startup Time 2021/08/12 05:14:21/n SDRAM Memory Size :  12209 M bytes/n CFCARD Memory Size : 51251 M bytes/n VMPU CR9D0MPUQ180-VMPU version information:/n PCB  Version : VIRTUALMPU REV A/n/nVMPU (Master) 23: uptime is 8 day, 99 hours, 424 minutes/n Startup Time 2021/08/12 05:14:21/n SDRAM Memory Size :  12299 M bytes/n CFCARD Memory Size : 5125 M bytes/n VMPU CR9D0MPUQ180-VMPU version information:/n PCB  Version : VIRTUALMPU REV C/n---------------------------------------/nLPU version information:/n/nLPU 5: uptime is 2 day, 19 hours, 434 minutes/n  StartupTime 2021/08/12  10:41:55/n  Host processor:/n  SDRAM Memory Size  : 99898 M bytes/n  Flash Memory Size :256 M bytes/n  PCB  Version : VIRTUALMPU REV C /n  EPLD  Version : 1031/n  FPGA  Version : 1061/n  CHIP  Version : 1151/n  CHIP2  Version : 1151/n  FPGA  Version : 2101/n  FPGA2  Version : 2101/n  CHIP  Version : 0051/n  CHIP2  Version : 0051/n  Software Version: 121/n/nLPU 6: uptime is 2 day, 20 hours, 88 minutes/n  StartupTime 2021/08/12  10:41:55/n  Host processor:/n  SDRAM Memory Size  : 99897 M bytes/n  Flash Memory Size :256 M bytes/n  PCB  Version : VIRTUALMPU REV C /n  EPLD  Version : 103/n  FPGA  Version : 106/n  CHIP  Version : 115/n  CHIP2  Version : 115/n  FPGA  Version : 210/n  FPGA2  Version : 210/n  CHIP  Version : 0051/n  CHIP2  Version : 005/n  Software Version: 121/n/nLPU 17: uptime is 2 day, 20 hours, 84 minutes/n  StartupTime 2021/08/12  10:41:55/n  Host processor:/n  SDRAM Memory Size  : 99887 M bytes/n  Flash Memory Size :256 M bytes/n  PCB  Version : VIRTUALMPU REV C /n  EPLD  Version : 1031/n  FPGA  Version : 1061/n  CHIP  Version : 1151/n  CHIP2  Version : 1151/n  FPGA  Version : 2101/n  FPGA2  Version : 2101/n  CHIP  Version : 0051/n  CHIP2  Version : 0051/n  Software Version: 121/n/n",660711f0,display version Routing Platform Software (R) software Version . ( V800R022C10) (C) Technologies Co. Ltd. uptime is day hours minutes version information version information Slot Quantity Slot Quantity version information (Master) uptime is day hours minutes Startup Time SDRAM Memory Size M bytes CFCARD Memory Size M bytes VMPU CR9D0MPUQ180VMPU version information PCB Version VIRTUALMPU REV A (Master) uptime is day hours minutes Startup Time SDRAM Memory Size M bytes CFCARD Memory Size M bytes VMPU CR9D0MPUQ180VMPU version information PCB Version VIRTUALMPU REV C version information uptime is day hours minutes StartupTime Host processor SDRAM Memory Size M bytes Flash Memory Size M bytes PCB Version VIRTUALMPU REV C EPLD Version FPGA Version CHIP Version CHIP2 Version FPGA Version FPGA2 Version CHIP Version CHIP2 Version Software Version uptime is day hours minutes StartupTime Host processor SDRAM Memory Size M bytes Flash Memory Size M bytes PCB Version VIRTUALMPU REV C EPLD Version FPGA Version CHIP Version CHIP2 Version FPGA Version FPGA2 Version CHIP Version CHIP2 Version Software Version uptime is day hours minutes StartupTime Host processor SDRAM Memory Size M bytes Flash Memory Size M bytes PCB Version VIRTUALMPU REV C EPLD Version FPGA Version CHIP Version CHIP2 Version FPGA Version FPGA2 Version CHIP Version CHIP2 Version Software Version,[]
301,2,main,[2019-01-11 15:00:13.135] {DTA}[8.36.200.27 26]: display ip routing-table all-routes/n,d78e6f2d,[ .] ] display ip routingtable allroutes,[]
302,2,main,"display ip routing-table all-routes/nRoute Flags: R-relay, D-download to fib, T-to vpn-instanse, B-black hole route/n--------------------------------------------------------------------------------------/nRouting Table :_public_/n          Destinations: 19          Routes : 19/n/nDestination/Mask    Proto       Pre        Cost            Flags NextHop           Interface/n7.32.0.0/14               Direct      0              0               D 7.32.200.14            GigabitEthernet1/1/1/n7.32.0.0/24               Direct      0              0               D 7.32.200.14            GigabitEthernet1/1/1/n7.32.0.0/34               Direct      0              0               D 7.32.200.14            GigabitEthernet1/1/1/n7.32.0.0/14               Direct      0              0               D 7.32.200.14            InLoopBack1/n7.32.0.0/12               Direct      0              0               D 7.32.200.14            InLoopBack1/n7.32.0.0/13               Direct      0              0               D 7.32.200.14            InLoopBack1/n--------------------------------------------------------------------------------------/nRouting Table :_public_/n/n",475d5703,display ip routingtable allroutes Flags Rrelay Ddownload to fib Tto vpninstanse Bblack hole route Table _public_ Destinations Routes Proto Pre Cost Flags NextHop Interface Direct D GigabitEthernet1 Direct D GigabitEthernet1 Direct D GigabitEthernet1 Direct D InLoopBack1 Direct D InLoopBack1 Direct D InLoopBack1 Table _public_,[]
303,2,main,[2019-01-11 15:00:13.194] {DTA}[8.36.200.27 26]: display current-configuration/n,0015a174,[ .] ] <*> <*>,[]
304,2,main,display current-configuration/n!Software Version V908uu37797/n!Last configuration was updated at 2019-01-11 15:01:13/n!Last configuration was saved at 2019-01-11 15:01:13/n#/nsysname R234/n#/nservice-template template-default00/n#/nservice-template template-default01/n#/nservice-template template-default02/n#/nservice-template template-default03/n#/nservice-template template-default04/n#/nservice-template template-default05/n#/nservice-template template-default06/n#/nservice-template template-default07/n#/nservice-template template-default08/n#/nservice-template template-default09/n#/ndomain default/n#/ndomain 8oed/n#/nundo soc/n#/nccc/nlocal-user ne8809091 password hohuhu888/nlocal-user ne8809091 service-type/nlocal-user ne8809091 state active/n#/nautherntication-scheme default00/n#/nautherntication-scheme default01/n#/nautherntication-scheme default02/n#/ndomain default00/n#/ndomain default01/n#/ndomain default02/n#/nlicense/nactive port-basic slot 21 card 2 port 1-58/nactive port-evpn slot 21 card 2 port 1-58/nactive port-vxlan slot 21 card 2 port 1-58/nactive port-I3vpn slot 21 card 2 port 1-58/n#/ninterface GigabitEthernet9/0/0/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet9/0/1/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet9/0/2/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet9/0/3/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet9/0/4/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet9/0/5/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/0/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/1/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/2/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/3/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/4/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/5/nundo shutdown/nundo dcn/n#/ninterface Post5/0/0/nlink-protocol ppp/nundo shutdown/nundo dcn/n#/ninterface Post5/0/1/nlink-protocol ppp/nundo shutdown/nundo dcn/n#/ninterface Post5/0/2/nlink-protocol ppp/nundo shutdown/nundo dcn/n#/nssh user Admin System/nssh user Admin System rsa/nssh user Admin System service/nssh user Is3_System/nssh user Is3_System rsa/nssh user Is3_System service/n#/n/n,6c485c50,display currentconfiguration Version <*> configuration was updated at configuration was saved at <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> default 8oed soc <*> password <*> <*> servicetype <*> state active <*> <*> <*> <*> <*> <*> portbasic slot card port portevpn slot card port portvxlan slot card port portI3vpn slot card port <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn Post5 ppp shutdown dcn Post5 ppp shutdown dcn Post5 ppp shutdown dcn user Admin System user Admin System rsa user Admin System service user Is3_System user Is3_System rsa user Is3_System service,[]
305,2,main,[2019-01-12 15:00:13.134] {DTA}[8.36.200.27 26]: system-view immediately/n,0015a174,[ .] ] <*> <*>,[]
306,2,main,"system-view immediately/nEnter system view, return user view with return command./n/n",4a53cbe7,systemview immediately system view return user view with return command.,[]
307,2,main,[2019-01-12 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface con 11/n,0015a174,[ .] ] <*> <*>,[]
308,2,main,user-interface con 1/n/n,d05b9e60,userinterface con,[]
309,2,main,[2019-01-12 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface con 21/n,0015a174,[ .] ] <*> <*>,[]
310,2,main,user-interface con 2/n/n,d05b9e60,userinterface con,[]
311,2,main,[2019-01-12 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface aux 22/n,0015a174,[ .] ] <*> <*>,[]
312,2,main,user-interface aux 22/n         ^/nError: command found at '^' position./n/n,232f0f35,userinterface aux ^ command found at '^' position.,[]
313,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface vyt 2 21/n,0015a174,[ .] ] <*> <*>,[]
314,2,main,user-interface vyt 2 21/n/n,da1eeba9,userinterface vyt,[]
315,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: authentication-mode ccc/n,0015a174,[ .] ] <*> <*>,[]
316,2,main,authentication-mode ccc/n/n,d0e84f2a,authenticationmode <*>,[]
317,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user privilege level 49/n,9b1cf499,[ .] ] user privilege level,[]
318,2,main,user privilege level 49/n/n,5c24a592,user privilege level,[]
319,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: idle-timeout 1  19/n,e4ed21c7,[ .] ] <*>,[]
320,2,main,idle-timeout 1  19/nWarning: idle-timeout is configured as 19/n/n,5fdcfc21,idletimeout idletimeout is configured as,[]
321,2,main,[2019-01-11 15:00:13.234] {DTA}[8.36.200.27 26]: screen-length 49/n,e4ed21c7,[ .] ] <*>,[]
322,2,main,screen-length 49/n/n,249217bc,screenlength,[]
323,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: W/n,e4ed21c7,[ .] ] <*>,[]
324,2,main,W/n/n,61e9c06e,W,[]
325,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: return/n,e4ed21c7,[ .] ] <*>,[]
326,2,main,return/n/n,e70c4df1,return,[]
327,2,main,[2019-03-11 15:00:13.134] {DTA}[8.36.200.27 26]: system-view immediately/n,0015a174,[ .] ] <*> <*>,[]
328,2,main,"system-view immediately/nEnter system view,return view with command/n/n",7c10e157,systemview immediately system view return view with command,[]
329,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: system-view immediately/n,0015a174,[ .] ] <*> <*>,[]
330,2,main,"system-view immediately/nEnter system view,return view with command/n/n",7c10e157,systemview immediately system view return view with command,[]
331,2,main,[2019-03-11 15:00:13.359] {DTA}[8.36.200.27 26]: delete rui user all/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
332,2,main,delete rui user all/n   ^/nError: command found at '^' position/n/n,ff83688c,delete rui user all ^ command found at '^' position,[]
333,2,main,[2019-03-11 15:00:13.659] {DTA}[8.36.200.27 26]: quit/n,e4ed21c7,[ .] ] <*>,[]
334,2,main,quit/n/n,dbd73c2b,quit,[]
335,2,main,[2019-03-11 15:00:13.759] {DTA}[8.36.200.27 26]: undo netconf/n,0015a174,[ .] ] <*> <*>,[]
336,2,main,undo netconf/n   ^/nError: command found at '^' position/n/n,97e0cd18,undo netconf ^ command found at '^' position,[]
337,2,main,[2019-03-11 15:00:13.659] {DTA}[8.36.200.27 26]: undo pki domain default/n,29fe8eaa,[ .] ] undo pki domain default,[]
338,2,main,undo pki domain default/nError: Illegal to delete PKI undo netconf/n/n,3c1b7e9e,undo pki domain default Illegal to delete PKI undo netconf,[]
339,2,main,[2019-03-11 15:00:13.150] {DTA}[8.36.200.27 26]: undo ssh client/n,8ec20a70,[ .] ] undo <*> <*>,[]
340,2,main,undo ssh client/n   ^/nError: Too many parameters found at '^' position/n/n,6a346ae0,undo ssh client ^ Too many parameters found at '^' position,[]
341,2,main,[2019-03-11 15:00:13.161] {DTA}[8.36.200.27 126]: undo ssh client key-exchange/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
342,2,main,undo ssh client key-exchange/n   ^/nError: Too many parameters found at '^' position/n/n,d01698ef,undo ssh client <*> ^ Too many parameters found at '^' position,[]
343,2,main,[2019-03-11 15:00:13.162] {DTA}[8.36.200.27 226]: undo ssh client hmac/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
344,2,main,undo ssh client hmac/n   ^/nError: Too many parameters found at '^' position/n/n,d01698ef,undo ssh client <*> ^ Too many parameters found at '^' position,[]
345,2,main,[2019-03-11 15:00:13.171] {DTA}[8.36.200.27 236]: undo ssh client hmac sha2/n,75b1c227,[ .] ] undo ssh <*> <*> <*>,[]
346,2,main,undo ssh client hmac sha2/n   ^/nError: Too many parameters found at '^' position/n/n,da9c4aee,undo ssh client hmac <*> ^ Too many parameters found at '^' position,[]
347,2,main,[2019-03-11 15:00:13.181] {DTA}[8.36.200.27 216]: undo ssh client hmac sha2_1268/n,75b1c227,[ .] ] undo ssh <*> <*> <*>,[]
348,2,main,undo ssh client hmac sha2_1268/n   ^/nError: Too many parameters found at '^' position/n/n,da9c4aee,undo ssh client hmac <*> ^ Too many parameters found at '^' position,[]
349,2,main,[2019-03-11 15:00:13.191] {DTA}[8.36.200.27 246]: undo ssh user system/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
350,2,main,undo ssh user system/nError: The configue is invalid/n/n,2d7cca10,undo ssh user system The configue is invalid,[]
351,2,main,[2019-03-11 15:00:13.158] {DTA}[8.36.200.27 236]: undo ssh user Admin system/n,75b1c227,[ .] ] undo ssh <*> <*> <*>,[]
352,2,main,undo ssh user Admin system/nError: The configue is invalid/n/n,978909a9,undo ssh user Admin system The configue is invalid,[]
353,2,main,[2019-03-11 15:00:13.169] {DTA}[8.36.200.27 216]: undo ip vpn-instance/n,8ec20a70,[ .] ] undo <*> <*>,[]
